,nct_id,canonical_unique_conditions,canonical_aact_conditions,canonical_bert-base-uncased_conditions,canonical_BioLinkBERT-base_conditions,canonical_biobert-v1.1_conditions,canonical_gpt_conditions,canonical_gpt-4_conditions,eval_exact_match_bert-base-uncased,eval_exact_match_bert-base-uncased_tp_fp_fn,eval_exact_match_BioLinkBERT-base,eval_exact_match_BioLinkBERT-base_tp_fp_fn,eval_exact_match_biobert-v1.1,eval_exact_match_biobert-v1.1_tp_fp_fn,eval_exact_match_gpt,eval_exact_match_gpt_tp_fp_fn,eval_exact_match_gpt-4,eval_exact_match_gpt-4_tp_fp_fn,eval_exact_match_aact,eval_exact_match_aact_tp_fp_fn,eval_majority_bert-base-uncased,eval_majority_bert-base-uncased_tp_fp_fn,eval_majority_BioLinkBERT-base,eval_majority_BioLinkBERT-base_tp_fp_fn,eval_majority_biobert-v1.1,eval_majority_biobert-v1.1_tp_fp_fn,eval_majority_gpt,eval_majority_gpt_tp_fp_fn,eval_majority_gpt-4,eval_majority_gpt-4_tp_fp_fn,eval_majority_aact,eval_majority_aact_tp_fp_fn
72,NCT00818428,speech sound disorders|speech sounds disorders,developmental articulation disorder|dyslexia|articulation disorders|articulation disorders,awareness deficit|speech sounds disorders|speech sound disorders,reading disability|dyslexia|speech sound disorders|speech sounds disorders|phonological awareness deficits,reading disability|dyslexia|speech sound disorders|speech sounds disorders|awareness deficits,speech sound disorders|dyslexia|phonological awareness deficits|poor phonological awareness skills|reading disability,speech sound disorders|dyslexia|misarticulate more sounds than would be expected for their age|struggle to learn to read|poor phonological awareness skills|reading disability,"{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 0.4, 'r': 1.0, 'f1': 0.57}","{'tp': 2, 'fp': 3, 'fn': 0}","{'p': 0.4, 'r': 1.0, 'f1': 0.57}","{'tp': 2, 'fp': 3, 'fn': 0}","{'p': 0.2, 'r': 0.5, 'f1': 0.29}","{'tp': 1, 'fp': 4, 'fn': 1}","{'p': 0.17, 'r': 0.5, 'f1': 0.25}","{'tp': 1, 'fp': 5, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 3, 'fn': 2}","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 0.4, 'r': 1.0, 'f1': 0.57}","{'tp': 2, 'fp': 3, 'fn': 0}","{'p': 0.4, 'r': 1.0, 'f1': 0.57}","{'tp': 2, 'fp': 3, 'fn': 0}","{'p': 0.33, 'r': 1.0, 'f1': 0.5}","{'tp': 2, 'fp': 4, 'fn': 0}","{'p': 0.29, 'r': 1.0, 'f1': 0.44}","{'tp': 2, 'fp': 5, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 3, 'fn': 2}"
73,NCT05490576,chronic traumatic encephalopathy|traumatic encephalopathy syndrome,"chronic traumatic encephalopathy|cognitive impairment|head injury trauma|neurodegenerative diseases|brain injuries, traumatic|traumatic encephalopathy",chronic traumatic encephalopathy|traumatic encephalopathy syndrome,chronic traumatic encephalopathy|traumatic encephalopathy syndrome,chronic traumatic encephalopathy|traumatic encephalopathy syndrome|tra,traumatic encephalopathy syndrome,traumatic encephalopathy syndrome|tau protein deposition|neurodegenerative diseases,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.33, 'r': 0.5, 'f1': 0.4}","{'tp': 1, 'fp': 2, 'fn': 1}","{'p': 0.17, 'r': 0.5, 'f1': 0.25}","{'tp': 1, 'fp': 5, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 2, 'fp': 2, 'fn': 0}","{'p': 0.33, 'r': 1.0, 'f1': 0.5}","{'tp': 2, 'fp': 4, 'fn': 0}"
74,NCT04210063,spinal cord injuries,spinal cord injuries,spinal cord injuries,spinal cord injuries,spinal cord injuries,spinal cord injuries,spinal cord injuries|breathing problems|balance problems|blood pressure maintenance problems|quality of life issues,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.2, 'r': 1.0, 'f1': 0.33}","{'tp': 1, 'fp': 4, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.2, 'r': 1.0, 'f1': 0.33}","{'tp': 1, 'fp': 4, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}"
75,NCT00608660,bell palsy,bell palsy,bell palsy,bell palsy,bell palsy,bell palsy,bell palsy,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}"
76,NCT00142324,agitation|dementia|alzheimer disease,alzheimer disease,agitation|alzheimer disease|dementia,agitation|alzheimer disease|dementia,agitation|alzheimer disease|dementia,alzheimer disease|agitation|dementia|psychological intervention|donepezil|placebo|quality of life|cognitive performance|cost effectiveness|pharmacological treatment,dementia|alzheimer disease|agitation,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 0.3, 'r': 1.0, 'f1': 0.46}","{'tp': 3, 'fp': 7, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 0.3, 'r': 1.0, 'f1': 0.46}","{'tp': 3, 'fp': 7, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}"
77,NCT03893214,acrophobia|phobia|height avoidance|fear of heights|phobias,acrophobia,anxiety|fear,acrophobia|fear|fear of heights|anxiety|phobias,acrophobia|anxiety|fear|phobias,acrophobia|fear of heights|fear|anxiety|respiration|sighing|fearful situations|stressful situations|phobia|emotional experience|relief|respiration rate|sigh rate|manipulation checks|skin conductance level|heart rate|heart rate variability|fearful situations|respiration patterns|emotion-driven behaviors|edbs|exposure therapy|virtual reality exposure therapy|vret|immersion|familiarity|behavioral assessments|behavioral approach test|bat|follow-up assessment|waitlist control group|acrophobia questionnaire,acrophobia|fear of heights|anxiety|fear|stress,"{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 2, 'fn': 5}","{'p': 0.6, 'r': 0.6, 'f1': 0.6}","{'tp': 3, 'fp': 2, 'fn': 2}","{'p': 0.5, 'r': 0.4, 'f1': 0.44}","{'tp': 2, 'fp': 2, 'fn': 3}","{'p': 0.1, 'r': 0.6, 'f1': 0.17}","{'tp': 3, 'fp': 28, 'fn': 2}","{'p': 0.4, 'r': 0.4, 'f1': 0.4}","{'tp': 2, 'fp': 3, 'fn': 3}","{'p': 1.0, 'r': 0.2, 'f1': 0.33}","{'tp': 1, 'fp': 0, 'fn': 4}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 2, 'fn': 5}","{'p': 0.6, 'r': 0.6, 'f1': 0.6}","{'tp': 3, 'fp': 2, 'fn': 2}","{'p': 0.5, 'r': 0.4, 'f1': 0.44}","{'tp': 2, 'fp': 2, 'fn': 3}","{'p': 0.1, 'r': 0.6, 'f1': 0.17}","{'tp': 3, 'fp': 27, 'fn': 2}","{'p': 0.4, 'r': 0.4, 'f1': 0.4}","{'tp': 2, 'fp': 3, 'fn': 3}","{'p': 1.0, 'r': 0.2, 'f1': 0.33}","{'tp': 1, 'fp': 0, 'fn': 4}"
78,NCT04777500,pain|fibromyalgia,fibromyalgia,fibromyalgia,fibromyalgia pain|fibromyalgia,fibromyalgia pain|fibromyalgia,fibromyalgia,fibromyalgia|fibromyalgia pain,"{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}"
79,NCT02957708,cerebral palsy|hemiplegic cerebral palsy,cerebral palsy,hemiplegic cerebral palsy,cerebral palsy|hemiplegic cerebral palsy,hemiplegic cerebral palsy,hemiplegic cerebral palsy,hemiplegic cerebral palsy,"{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}"
80,NCT00909012,phenylketonurias|phenylketonuria,phenylketonurias|phenylketonuria,phenylketonurias|phenylketonuria,phenylketonurias|phenylketonuria,classical pku|phenylketonurias|phenylketonuria,phenylketonurias|phenylketonuria|inborn error in the metabolism of the amino acid phenylalanine|protein-restricted diet|n-3 long chain polyunsaturated fatty acids|neural function|visual evoked potential latencies|fine motor skills|coordination|fish oil supplementation|multicentric double-blind randomized trial|dha requirements|plasma phospholipids|lipoprotein metabolism|metabolic profiles|visual evoked potentials|cognitive function|markers of immune function|supplementation with dha|visual function,phenylketonuria  levels|impaired neural function|impaired visual evoked potential latencies|impaired fine motor skills and coordination|impaired cognitive function|impaired immune function,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 0.1, 'r': 1.0, 'f1': 0.18}","{'tp': 2, 'fp': 18, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 6, 'fn': 2}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 0.1, 'r': 1.0, 'f1': 0.18}","{'tp': 2, 'fp': 18, 'fn': 0}","{'p': 0.17, 'r': 0.5, 'f1': 0.25}","{'tp': 1, 'fp': 5, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}"
81,NCT04955249,delirium|hip fracture surgery,dexmedetomidine|elderly|hip fracture surgery|patient-controlled analgesia|emergence delirium,delirium|hip fracture surgery,delirium|hip fracture surgery,delirium|hip fracture surgery,delirium,hip fracture surgery|delirium,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.2, 'r': 0.5, 'f1': 0.29}","{'tp': 1, 'fp': 4, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.4, 'r': 1.0, 'f1': 0.57}","{'tp': 2, 'fp': 3, 'fn': 0}"
82,NCT00252850,parkinson disease,parkinson disease,parkinson disease,parkinson disease,parkinson disease,parkinson disease,parkinson disease,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}"
83,NCT02840643,hemiplegia|unilateral brain injury,cerebral palsy|hemiplegia,unilateral brain injury,hemiplegia|unilateral brain injury,unilateral brain injury,unilateral brain injury|hemiplegia therapy|affected hand|constraint-induced movement therapy|less-affected upper extremity|sling|cast|mitt|affected arm|hand|skill-based therapeutic activities|bimanual therapy|therapeutic movement|hand use|synergistic effects|combination,unilateral brain injury|hemiplegia|less-affected upper extremity is restricted with a sling|cast|or mitt|affected arm and hand in skill-based therapeutic activities|both hands in therapeutic movement,"{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.06, 'r': 0.5, 'f1': 0.11}","{'tp': 1, 'fp': 15, 'fn': 1}","{'p': 0.29, 'r': 1.0, 'f1': 0.44}","{'tp': 2, 'fp': 5, 'fn': 0}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.12, 'r': 1.0, 'f1': 0.22}","{'tp': 2, 'fp': 14, 'fn': 0}","{'p': 0.29, 'r': 1.0, 'f1': 0.44}","{'tp': 2, 'fp': 5, 'fn': 0}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}"
84,NCT00120588,"preterm|leukomalacia, periventricular|preterm birth","brain ischemia|intracranial hemorrhages|leukomalacia, periventricular|preterm birth","pre|inflammatory cerebral lesions|leukomalacia, periventricular","acquired hypoxic-ischemic and /|preterm|inflammatory cerebral lesions|cerebral palsy|leukomalacia, periventricular|preterm birth","preterm birth|cerebral palsy|leukomalacia, periventricular|hypoxic-ischemic and|very preterm|cerebral lesions","leukomalacia, periventricular|neonate|hypoxic-ischemic|inflammatory cerebral lesions|perinatal death|cerebral palsy|prenatal magnesium sulfate|preterm birth|neuroprotective","leukomalacia, periventricular|acquired hypoxic-ischemic and/or inflammatory cerebral lesions|perinatal death|cerebral palsy","{'p': 0.33, 'r': 0.33, 'f1': 0.33}","{'tp': 1, 'fp': 2, 'fn': 2}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 3, 'fp': 3, 'fn': 0}","{'p': 0.33, 'r': 0.67, 'f1': 0.44}","{'tp': 2, 'fp': 4, 'fn': 1}","{'p': 0.22, 'r': 0.67, 'f1': 0.33}","{'tp': 2, 'fp': 7, 'fn': 1}","{'p': 0.25, 'r': 0.33, 'f1': 0.29}","{'tp': 1, 'fp': 3, 'fn': 2}","{'p': 0.5, 'r': 0.67, 'f1': 0.57}","{'tp': 2, 'fp': 2, 'fn': 1}","{'p': 0.33, 'r': 0.33, 'f1': 0.33}","{'tp': 1, 'fp': 2, 'fn': 2}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 3, 'fp': 3, 'fn': 0}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 3, 'fp': 3, 'fn': 0}","{'p': 0.3, 'r': 1.0, 'f1': 0.46}","{'tp': 3, 'fp': 7, 'fn': 0}","{'p': 0.25, 'r': 0.33, 'f1': 0.29}","{'tp': 1, 'fp': 3, 'fn': 2}","{'p': 0.6, 'r': 1.0, 'f1': 0.75}","{'tp': 3, 'fp': 2, 'fn': 0}"
85,NCT03755362,mild cognitive impairment|moderate cognitive impairment|dementia|mild to moderate cognitive impairment|periodontal disease|asymptomatic carotid artery stenosis,carotid stenosis|mild cognitive impairment|periodontitis,mild cognitive impairment|moderate cognitive impairment|dementia|mild to moderate cognitive impairment|periodontitis|periodontal disease|tobacco|asymptomatic carotid artery stenosis,mild cognitive impairment|moderate cognitive impairment|dementia|mild to moderate cognitive impairment|periodontitis|periodontal disease|asymptomatic carotid artery stenosis,mild cognitive impairment|moderate cognitive impairment|dementia|mild to moderate cognitive impairment|periodontitis|periodontal disease|asymptomatic carotid artery stenosis,periodontitis|dementia|mild cognitive impairment|periodontal disease|inflammation|diabetes|atherosclerosis|oral hygiene|dental health|brain and nervous system function|asymptomatic carotid artery stenosis|mci|acas|risk factor|tobacco smoking|comorbidities,periodontitis|dementia|asymptomatic carotid artery stenosis|mild cognitive impairment|periodontal disease|inflammation|poor oral hygiene|dental health|inflammation-mediated brain and nervous system function|tobacco smoking|diabetes|atherosclerosis,"{'p': 0.75, 'r': 1.0, 'f1': 0.86}","{'tp': 6, 'fp': 2, 'fn': 0}","{'p': 0.86, 'r': 1.0, 'f1': 0.92}","{'tp': 6, 'fp': 1, 'fn': 0}","{'p': 0.86, 'r': 1.0, 'f1': 0.92}","{'tp': 6, 'fp': 1, 'fn': 0}","{'p': 0.25, 'r': 0.67, 'f1': 0.36}","{'tp': 4, 'fp': 12, 'fn': 2}","{'p': 0.33, 'r': 0.67, 'f1': 0.44}","{'tp': 4, 'fp': 8, 'fn': 2}","{'p': 0.33, 'r': 0.17, 'f1': 0.22}","{'tp': 1, 'fp': 2, 'fn': 5}","{'p': 0.75, 'r': 1.0, 'f1': 0.86}","{'tp': 6, 'fp': 2, 'fn': 0}","{'p': 0.86, 'r': 1.0, 'f1': 0.92}","{'tp': 6, 'fp': 1, 'fn': 0}","{'p': 0.86, 'r': 1.0, 'f1': 0.92}","{'tp': 6, 'fp': 1, 'fn': 0}","{'p': 0.33, 'r': 1.0, 'f1': 0.5}","{'tp': 6, 'fp': 12, 'fn': 0}","{'p': 0.43, 'r': 1.0, 'f1': 0.6}","{'tp': 6, 'fp': 8, 'fn': 0}","{'p': 0.6, 'r': 0.5, 'f1': 0.55}","{'tp': 3, 'fp': 2, 'fn': 3}"
86,NCT00506415,functional and cognitive decline|mild to moderate alzheimer's disease|alzheimer disease,alzheimer disease,mild to moderate alzheimer's disease|alzheimer disease|functional and cognitive decline,mild to moderate alzheimer's disease|alzheimer disease|functional and cognitive decline|alzheimer disease,mild to moderate alzheimer's disease|alzheimer disease|functional and cognitive decline,alzheimer disease|functional and cognitive decline,alzheimer disease|functional decline|cognitive decline,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.67, 'f1': 0.8}","{'tp': 2, 'fp': 0, 'fn': 1}","{'p': 0.33, 'r': 0.33, 'f1': 0.33}","{'tp': 1, 'fp': 2, 'fn': 2}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.67, 'f1': 0.8}","{'tp': 2, 'fp': 0, 'fn': 1}","{'p': 0.33, 'r': 0.33, 'f1': 0.33}","{'tp': 1, 'fp': 2, 'fn': 2}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}"
