ICD Node URI,ICD Parent URI,Mesh ID,MeSH Tree Number,ICD Title,MeSH Common name,MeSH Disease Class,ICD Disease Class,MeSH Synonyms
,,D002526,C10.228.140.252,,Cerebellar Diseases,Central Nervous System Diseases,,"Cerebellum Diseases| Disease, Cerebellar| Syndrome, Cerebellar| Cerebellar Disorder| Cerebellar Syndromes| Cerebellar Disorders| Cerebellar Syndrome| Cerebellum Disease| Cerebellar Diseases| Cerebellar Dysfunction| Cerebellar Disease| Disorder, Cerebellar| Dysfunction, Cerebellar| Cerebellar Dysfunctions| Disease, Cerebellum"
,,D002527,C10.228.140.252.700.250| C10.574.500.825.250| C10.228.854.787.500,,Myoclonic Cerebellar Dyssynergia,Central Nervous System Diseases,,"Cerebellar Dyssynergia, Myoclonic| Cerebellar Atrophy, Dentate| Dyssynergias, Myoclonic Cerebellar| Dyssynergia, Cerebellar| Ramsay Hunt Cerebellar Syndrome| Dentate Cerebellar Ataxias| Atrophy, Dentate Cerebellar| Atrophies, Dentate Cerebellar| Cerebellar Dyssynergia| Dentate Nucleus Syndrome, Ramsay Hunt| Dyssynergia Cerebellaris Progressiva| Ataxia, Dentate Cerebellar| Myoclonic Cerebellar Dyssynergias| Dentate Cerebellar Atrophies| Ramsay Hunt Dentate Syndrome| Dyssynergia Cerebellaris Myoclonica| Ataxias, Dentate Cerebellar| Cerebellar Dyssynergias| Myoclonic Cerebellar Dyssynergia| Dyssynergia, Myoclonic Cerebellar| Cerebellar Ataxias, Dentate| Cerebellar Dyssynergias, Myoclonic| Dyssynergias, Cerebellar| Dentate Cerebellar Atrophy| Dentate Cerebellar Ataxia"
,,D002528,C10.551.240.250.400.300| C10.228.140.211.500.200| C10.228.140.252.200,,Cerebellar Neoplasms,Nervous System Neoplasms,,"Cerebellar Neoplasms| Cerebellar Neoplasm| Neoplasm, Cerebellar| Cerebellar Tumor| Cerebellar Tumors| Tumor, Cerebellar| Neoplasms, Cerebellar"
,,D002532,C10.228.140.300.510.600,,Intracranial Aneurysm,Central Nervous System Diseases,,"Intracranial Aneurysms| Intracranial Aneurysm| Aneurysm, Intracranial| Aneurysms, Intracranial"
,,D002534,C10.228.140.624,,"Hypoxia, Brain",Central Nervous System Diseases,,"Hypoxia, Cerebral| Brain Hypoxia| Cerebral Hypoxia| Hypoxia, Brain"
,,D002537,C10.228.140.300.510.800,,Intracranial Arteriosclerosis,Central Nervous System Diseases,,"Intracranial Arterioscleroses| Intracranial Arteriosclerosis| Arterioscleroses, Intracranial| Arteriosclerosis, Intracranial"
,,D002538,C10.228.140.300.520| C10.500.190.500,,Intracranial Arteriovenous Malformations,Central Nervous System Diseases,,"Arteriovenous Malformations, Intracranial| AVM (Arteriovenous Malformation) Intracranial| Intracranial Arteriovenous Malformations| Malformations, Intracranial Arteriovenous| Malformation, Intracranial Arteriovenous| Intracranial Arteriovenous Malformations, Congenital| Arteriovenous Malformation, Intracranial| Congenital Intracranial Arteriovenous Malformations| Intracranial Arteriovenous Malformation"
,,D002539,C10.228.140.300.510.200,,Cerebral Arterial Diseases,Central Nervous System Diseases,,"Disease, Cerebral Artery| Cerebral Artery Diseases| Cerebral Arterial Disease| Cerebral Artery Disease| Arterial Disease, Cerebral| Diseases, Cerebral Arterial| Arterial Diseases, Cerebral| Disease, Cerebral Arterial| Artery Diseases, Cerebral| Cerebral Arterial Diseases| Diseases, Cerebral Artery| Artery Disease, Cerebral"
,,D002542,C10.228.140.300.525,,Intracranial Embolism and Thrombosis,Central Nervous System Diseases,,Intracranial Embolism and Thrombosis
,,D002543,C10.228.140.300.535.200,,Cerebral Hemorrhage,Central Nervous System Diseases,,"Hemorrhages, Cerebral| Cerebrum Hemorrhage| Cerebral Parenchymal Hemorrhages| Hemorrhages, Intracerebral| Hemorrhages, Cerebral Brain| Cerebral Brain Hemorrhage| Parenchymal Hemorrhages, Cerebral| Parenchymal Hemorrhage, Cerebral| Intracerebral Hemorrhages| Hemorrhage, Cerebral| Cerebral Parenchymal Hemorrhage| Brain Hemorrhage, Cerebral| Cerebral Hemorrhages| Hemorrhages, Cerebral Parenchymal| Cerebral Brain Hemorrhages| Hemorrhage, Cerebral Brain| Intracerebral Hemorrhage| Hemorrhage, Cerebral Parenchymal| Hemorrhages, Cerebrum| Cerebral Hemorrhage| Hemorrhage, Intracerebral| Brain Hemorrhages, Cerebral| Hemorrhage, Cerebrum| Cerebrum Hemorrhages"
,,D002544,C10.228.140.300.150.477.200| C10.228.140.300.775.200.200,,Cerebral Infarction,Central Nervous System Diseases,,"Cerebral Infarction| Infarct, Cerebral| Cerebral Infarcts| Cerebral Infarct| Infarction, Cerebral| Infarcts, Cerebral| Cerebral Infarctions| Infarctions, Cerebral"
,,D002545,C10.228.140.300.150,,Brain Ischemia,Central Nervous System Diseases,,"Ischemic Encephalopathy| Encephalopathy, Ischemic| Ischemia, Brain| Brain Ischemia| Ischemic Encephalopathies| Brain Ischemias"
,,D002546,C10.228.140.300.150.836,,"Ischemic Attack, Transient",Central Nervous System Diseases,,"Transient Ischemic Attack| Transient Ischemic Attacks| TIA, Brain| Attacks, Transient Ischemic| TIAs (Transient Ischemic Attack)| Brain TIA| Ischemic Attacks, Transient| Attack, Transient Ischemic| TIA (Transient Ischemic Attack)| Ischemic Attack, Transient"
http://id.who.int/icd/entity/76906748,http://id.who.int/icd/entity/1296093776,D002547,C10.228.140.140.254,Cerebral palsy,Cerebral Palsy,Central Nervous System Diseases,Diseases of the nervous system,CP (Cerebral Palsy)| Cerebral Palsy
,,D002549,C10.228.140.400| C10.314.350.112| C10.228.140.695.562.112| C10.114.375.112,,Diffuse Cerebral Sclerosis of Schilder,Central Nervous System Diseases,,"Sclerosis, Myelinoclastic Diffuse| Diffuse Cerebral Sclerosis| Diffuse Cerebral Sclerosis of Schilder| Encephalitis Periaxialis| Scleroses, Myelinoclastic Diffuse| Schilder's Disease| Poliodystrophia Cerebri| Diffuse Cerebral Scleroses| Diffuse Scleroses, Myelinoclastic| Schilders Disease| Diffuse Sclerosis, Myelinoclastic| Myelinoclastic Diffuse Scleroses| Disease, Schilder's| Myelinoclastic Diffuse Sclerosis| Cerebral Sclerosis, Diffuse| Encephalitis Periaxialis Concentrica| Sclerosis, Diffuse Cerebral| Schilder Disease| Encephalitis Periaxialis Diffusa| Sudanophilic Cerebral Sclerosis| Disease, Schilder"
,,D002551,C10.228.140.211.280| C10.551.240.250.200,,Cerebral Ventricle Neoplasms,Central Nervous System Diseases,,"Cerebral Ventricle Tumors| Ventricular Neoplasm, Brain| Tumors, Brain Ventricular| Tumors, Cerebral Ventricle| Neoplasms, Cerebroventricular| Brain Ventricular Tumors| Tumor, Cerebral Ventricle| Neoplasms, Intraventricular| Neoplasms, Cerebral Ventricle| Intraventricular Neoplasm| Cerebroventricular Neoplasms| Ventricle Tumors, Cerebral| Ventricular Tumors, Brain| Brain Ventricular Neoplasm| Intraventricular Neoplasms| Neoplasm, Cerebroventricular| Cerebroventricular Neoplasm| Ventricular Neoplasms, Brain| Neoplasm, Intraventricular| Brain Ventricular Neoplasms| Ventricle Tumor, Cerebral| Cerebral Ventricle Tumor| Neoplasm, Cerebral Ventricle| Tumor, Brain Ventricular| Neoplasms, Ventricular, Brain| Cerebral Ventricle Neoplasm| Ventricular Tumor, Brain| Neoplasms, Brain Ventricular| Cerebral Ventricle Neoplasms| Brain Ventricular Tumor| Neoplasm, Brain Ventricular"
,,D002558,C10.597.114.500| C10.900.300.109.500,,Cerebrospinal Fluid Otorrhea,Neurologic Manifestations,,"Cerebrospinal Otorrhea| Otorrhea, Cerebrospinal| Cerebrospinal Fluid Otorrhea| Cerebrospinal Fluid Otorrheas| Otorrhea, Cerebrospinal Fluid"
,,D002559,C10.597.114.750| C10.900.300.109.750,,Cerebrospinal Fluid Rhinorrhea,Neurologic Manifestations,,"Rhinorrheas, Cerebrospinal| CSF Rhinorrheas| Rhinorrhea, Cerebrospinal| CSF Rhinorrhea| Rhinorrhea, Cerebrospinal Fluid| Rhinorrheas, Cerebrospinal Fluid| Cerebrospinal Fluid Rhinorrheas| Cerebrospinal Rhinorrheas| Rhinorrhea, CSF| Cerebrospinal Fluid Rhinorrhea| Cerebrospinal Rhinorrhea| Rhinorrheas, CSF"
,,D002561,C10.228.140.300,,Cerebrovascular Disorders,Central Nervous System Diseases,,"Intracranial Vascular Diseases| Cerebrovascular Disorders| Diseases, Cerebrovascular| Cerebrovascular Diseases| Disease, Cerebrovascular| Vascular Disorders, Brain| Vascular Disorders, Intracranial| Cerebrovascular Disease| Vascular Diseases, Intracranial| Intracranial Vascular Disorder| Intracranial Vascular Disease| Vascular Disorder, Intracranial| Vascular Disease, Intracranial| Intracranial Vascular Disorders| Brain Vascular Disorders| Cerebrovascular Disorder| Vascular Disorder, Brain| Brain Vascular Disorder"
,,D002573,C10.668.829.550.850.200,,Cervical Rib Syndrome,Neuromuscular Diseases,,"Cervical Rib Syndrome| Cervical Rib Syndromes| Anomalous Cervical Rib Syndrome| Syndrome, Cervical Rib| Syndromes, Cervical Rib"
,,D002607,C10.668.829.800.300.200| C10.500.300.200| C10.574.500.495.200,,Charcot-Marie-Tooth Disease,Neuromuscular Diseases,,"Charcot-Marie Disease| Charcot Marie Disease| Muscular Atrophy, Peroneal| Muscular Atrophies, Peroneal| Syndrome, Charcot-Marie-Tooth| Charcot Marie Tooth Disease| Peroneal Muscular Atrophy| Atrophy, Peroneal Muscular| Hereditary Neuropathy, Charcot-Marie-Tooth| Charcot-Marie-Tooth Hereditary Neuropathy| Atrophy, Muscular, Peroneal| Charcot Marie Tooth Syndrome| Charcot Marie Tooth Hereditary Neuropathy| Charcot-Marie-Tooth Disease| Atrophies, Peroneal Muscular| Charcot-Marie-Tooth Syndrome| Peroneal Muscular Atrophies"
,,D002819,C10.228.662.262.249| C10.597.350.250,,Chorea,Central Nervous System Diseases,,"Chorea Syndrome| Choreatic Syndrome| Syndrome, Chorea| Disorder, Chorea| Movement, Choreiform| Movements, Choreic| Choreic Movements| Choreatic Syndromes| Syndrome, Choreatic| Choreic Movement| Disorders, Choreatic| Syndromes, Chorea| Choreas| Choreiform Movement| Movements, Choreiform| Chorea| Choreiform Movements| Disorder, Choreatic| Disorders, Chorea| Chorea Syndromes| Movement, Choreic| Chorea Disorder| Chorea Disorders| Choreatic Disorders| Syndromes, Choreatic| Choreatic Disorder"
http://id.who.int/icd/entity/760621151,http://id.who.int/icd/entity/607078588,D003027,C10.228.140.546.399.937.500,Cluster headache,Cluster Headache,Central Nervous System Diseases,Diseases of the nervous system,"Cluster Headache Syndrome| Cluster Headache Syndromes| Syndrome, Horton's| Headache Syndrome, Cluster| Histamine Cephalgias| Chronic Cluster Headache| Headache, Chronic Cluster| Syndrome, Cluster Headache| Migraines, Neuralgic| Cephalgia, Histamine| Cluster Headaches| Neuralgic Migraines| Cluster Headache| Horton's Syndrome| Chronic Cluster Headaches| Hortons Syndrome| Neuralgias, Ciliary| Neuralgic Migraine| Syndrome, Horton| Ciliary Neuralgias| Ciliary Neuralgia| Cephalgias, Histamine| Headaches, Cluster| Neuralgia, Ciliary| Headache, Cluster| Histamine Cephalgia| Headache Syndromes, Cluster| Cluster Headaches, Chronic| Headaches, Chronic Cluster| Horton Syndrome| Cluster Headache, Chronic| Migraine, Neuralgic| Syndromes, Cluster Headache"
,,D003057,C10.574.500.362,,Cockayne Syndrome,Neurodegenerative Diseases,,"Progeria-Like Syndrome| Dwarfism-Retinal Atrophy-Deafness Syndrome| Progeroid Nanism| Progeria Like Syndrome| Progeria-Like Syndromes| Syndrome, Progeria-Like| Syndrome, Cockayne| Cockayne Syndrome"
,,D003117,C10.597.751.941.256,,Color Vision Defects,Neurologic Manifestations,,"Color Vision Defects| Color Vision Deficiency| Deficiency, Color Vision| Vision Defect, Color| Color Vision Deficiencies| Color Vision Defect| Deficiencies, Color Vision| Vision Deficiencies, Color| Vision Deficiency, Color| Defects, Color Vision| Vision Defects, Color| Defect, Color Vision"
http://id.who.int/icd/entity/1328725971,http://id.who.int/icd/entity/81068077,D003128,C10.597.606.358.800.200,Coma,Coma,Neurologic Manifestations,Diseases of the nervous system,Comas| Comatose| Coma
,,D003147,C10.597.606.150,,Communication Disorders,Neurologic Manifestations,,Communicative Disorder| Communicative Disorders| Communication Disorders| Communication Disorder
,,D003221,C10.597.606.337,,Confusion,Neurologic Manifestations,,"Confusional State| Confusional States| States, Confusional| Confusion| State, Confusional"
,,D003244,C10.597.606.358,,Consciousness Disorders,Neurologic Manifestations,,Disorders of Consciousness| Disorder of Consciousness| Consciousness Disorder| Consciousness Disorders
,,D003294,C10.597.742.571,,"Seizures, Febrile",Neurologic Manifestations,,"Febrile Convulsions| Seizure, Pyrexial| Fits, Febrile| Seizures, Pyrexial| Seizure, Fever| Fever Convulsions| Seizure, Febrile Convulsion| Convulsion, Pyrexial| Febrile Convulsion Seizures| Pyrexial Seizures| Febrile Convulsion| Convulsions, Fever| Fever Seizures| Convulsion, Fever| Fever Convulsion| Seizures, Febrile| Febrile Fit| Pyrexial Convulsion| Febrile Seizures| Convulsions, Pyrexial| Fever Seizure| Pyrexial Seizure| Seizure, Febrile| Seizures, Fever| Convulsion, Febrile| Seizures, Febrile Convulsion| Pyrexial Convulsions| Convulsions, Febrile| Fit, Febrile| Febrile Convulsion Seizure| Febrile Seizure| Febrile Fits"
,,D003389,C10.292,,Cranial Nerve Diseases,Cranial Nerve Diseases,,"Cranial Nerve Disease| Cranial Nerve Disorder| Cranial Nerve Diseases| Cranial Neuropathy| Neuropathies, Cranial| Cranial Neuropathies| Nervus Cranialis Disorder| Nervus Cranialis Disorders| Neuropathy, Cranial| Cranial Nerve Disorders"
,,D003390,C10.551.775.250| C10.292.225| C10.551.360,,Cranial Nerve Neoplasms,Nervous System Neoplasms,,"Neoplasm, Cranial Nerve| Cranial Nerve Neoplasm| Cranial Nerve Neoplasms| Neoplasms, Cranial Nerve"
,,D003410,C10.597.606.360.180,,Cri-du-Chat Syndrome,Neurologic Manifestations,,"5p Minus Syndrome| Chromosome 5p- Syndrome| Syndrome, 5p-| Crying Cat Syndromes| Chromosome 5p Deletion Syndrome| Syndromes, Cri-du-Chat| Syndromes, Cat Cry| Cri du Chat Syndrome| Syndrome, Crying Cat| Deletion Syndrome, 5p| Syndromes, 5p Minus| Syndromes, 5p Deletion| Cat Cry Syndromes| 5p- Syndrome| Syndromes, Crying Cat| Syndrome, Cri-du-Chat| 5p- Syndrome, Chromosome| Cat Cry Syndrome| Minus Syndrome, 5p| Syndromes, Chromosome 5p-| 5p Deletion Syndromes| Syndrome, 5p Minus| Chromosome 5p- Syndromes| Deletion of Short Arm of Chromosome 5 Syndrome| Cri-du-Chat Syndromes| 5p Syndrome| Deletion Syndromes, 5p| Cri-du-Chat Syndrome| 5p Deletion Syndrome| 5p- Syndromes, Chromosome| Chromosome 5 Short Arm Deletion Syndrome| Minus Syndromes, 5p| Syndrome, Chromosome 5p-| Syndrome, 5p Deletion| Syndrome, Cat Cry| Crying Cat Syndrome| 5p Minus Syndromes| 5p- Syndromes"
,,D003616,C10.228.140.252.300| C10.500.205| C10.228.140.602.500,,Dandy-Walker Syndrome,Central Nervous System Diseases,,"Dandy-Walker Cyst| Dandy-Walker Syndrome| Luschka-Magendie Foramina Atresia| Malformation, Dandy-Walker| Dandy-Walker Complices| Dandy Walker Deformity| Dandy-Walker Deformities| Hydrocephalus, Noncommunicating, Dandy-Walker Type| Luschka Magendie Foramina Atresia| Dandy Walker Complex| Dandy Walker Malformation| Cysts, Dandy-Walker| Dandy-Walker Deformity| Dandy-Walker Malformation| Hydrocephalus, Internal, Dandy-Walker Type| Dandy Walker Syndrome| Cyst, Dandy-Walker| Dandy-Walker Complex| Dandy-Walker Cysts"
,,D003635,C10.597.606.360.210,,De Lange Syndrome,Neurologic Manifestations,,"Brachmann-De Lange Syndrome| Amstelodamensis, Typus Degenerativus| Syndrome, Brachmann-De Lange| De Lange's Syndrome| Typus Degenerativus Amstelodamensis| De Lange Syndrome| Brachmann De Lange Syndrome| Cornelia De Lange Syndrome"
,,D003638,C10.597.751.418.341.186,,Deafness,Neurologic Manifestations,,Deafness
,,D003639,C10.597.751.418.341.900,,"Hearing Loss, Sudden",Neurologic Manifestations,,"Sudden Hearing Loss| Hearing Loss, Sudden"
,,D003655,C10.597.305,,Decerebrate State,Neurologic Manifestations,,"States, Decerebrate| State, Decerebrate| Decerebrate State| Rigidity, Decerebrate| Decerebrate Rigidity| Decerebrate States"
http://id.who.int/icd/entity/897917531,http://id.who.int/icd/entity/81068077,D003693,C10.597.606.337.500,Delirium,Delirium,Neurologic Manifestations,Diseases of the nervous system,Delirium
http://id.who.int/icd/entity/546689346,http://id.who.int/icd/entity/213458094,D003704,C10.228.140.380,Dementia,Dementia,Central Nervous System Diseases,"Mental, behavioural and neurodevelopmental",Amentias| Dementia| Amentia| Dementias
,,D003711,C10.314,,Demyelinating Diseases,Demyelinating Diseases,,Demyelinating Diseases| Demyelinating Disorder| Demyelinating Disorders| Demyelinating Disease
http://id.who.int/icd/entity/739030149,http://id.who.int/icd/entity/464294586,D003882,C10.668.491.562.575.500,Dermatomyositis,Dermatomyositis,Neuromuscular Diseases,Diseases of the nervous system,Dermatomyositis| Dermatopolymyositis| Polymyositis-Dermatomyositis| Polymyositis Dermatomyositis
,,D003929,C10.668.829.300,,Diabetic Neuropathies,Neuromuscular Diseases,,"Neuropathy, Diabetic| Neuropathies, Diabetic| Diabetic Neuropathies| Diabetic Neuropathy"
,,D004172,C10.597.751.941.339,,Diplopia,Neurologic Manifestations,,"Diplopias| Vision, Double| Diplopia| Double Vision"
,,D004314,C10.597.606.360.220,,Down Syndrome,Neurologic Manifestations,,"Down's Syndrome| Syndrome, Down| 47,XY,+21| Downs Syndrome| Syndrome, Down's| Down Syndrome| Trisomy 21| Mongolism| Trisomy G| 47,XX,+21"
,,D004393,C10.228.140.617.738.300.300,,"Dwarfism, Pituitary",Central Nervous System Diseases,,"Isolated Somatotropin Deficiency Disorder| Isolated Somatotropin Deficiency| Isolated GH Deficiency| Pituitary Dwarfism| Isolated HGH Deficiency| Nanism, Pituitary| Isolated Growth Hormone Deficiency| Hyposomatotrophic Dwarfism| Isolated Human Growth Hormone Deficiency| Dwarfism, Pituitary| Dwarfism, Growth Hormone Deficiency| Pituitary Nanism| Growth Hormone Deficiency Dwarfism"
http://id.who.int/icd/entity/15113838,http://id.who.int/icd/entity/312794303,D004401,C10.597.606.150.500.800.150.200,Dysarthria,Dysarthria,Neurologic Manifestations,Diseases of the nervous system,Dysarthria| Dysarthoses| Dysarthosis| Dysarthrias
,,D004402,C10.177.575.300| C10.574.500.493.250| C10.500.250.309| C10.668.829.800.175.250,,"Dysautonomia, Familial",Autonomic Nervous System Diseases,,"Hereditary Sensory Neuropathy Type 3| Hereditary Sensory and Autonomic Neuropathy 3| HSN-III| Neuropathy, Hereditary Sensory And Autonomic, Type III| Hereditary Sensory Neuropathy, Dominant, Type 3| HSAN3| Neuropathy, Hereditary and Autonomic, Type III| Dominant Hereditary Sensory Neuropathy, Type III| Hereditary Sensory Neuropathy, Dominant, Type III| Riley Day Syndrome| HSAN (Hereditary Sensory and Autonomic Neuropathy) Type III| Type III Hereditary Sensory Neuropathy, Dominant| Hereditary Sensory Neuropathy, Type 3, Dominant| Hereditary-Sensory and Autonomic Neuropathy Type III| HSAN 3| HSAN III| Riley-Day Syndrome| HSAN Type III| Dysautonomia, Familial| Familial Dysautonomia| Hereditary Sensory and Autonomic Neuropathy Type III| Type 3 Hereditary Sensory Neuropathy, Dominant"
