Mesh ID,Common name,Synonyms,Tree Number,Disease Class
D002539,Cerebral Arterial Diseases,"Disease, Cerebral Artery| Cerebral Artery Diseases| Cerebral Arterial Disease| Cerebral Artery Disease| Arterial Disease, Cerebral| Diseases, Cerebral Arterial| Arterial Diseases, Cerebral| Disease, Cerebral Arterial| Artery Diseases, Cerebral| Cerebral Arterial Diseases| Diseases, Cerebral Artery| Artery Disease, Cerebral",C10.228.140.300.510.200,Central Nervous System Diseases
D002542,Intracranial Embolism and Thrombosis,Intracranial Embolism and Thrombosis,C10.228.140.300.525,Central Nervous System Diseases
D002543,Cerebral Hemorrhage,"Hemorrhages, Cerebral| Cerebrum Hemorrhage| Cerebral Parenchymal Hemorrhages| Hemorrhages, Intracerebral| Hemorrhages, Cerebral Brain| Cerebral Brain Hemorrhage| Parenchymal Hemorrhages, Cerebral| Parenchymal Hemorrhage, Cerebral| Intracerebral Hemorrhages| Hemorrhage, Cerebral| Cerebral Parenchymal Hemorrhage| Brain Hemorrhage, Cerebral| Cerebral Hemorrhages| Hemorrhages, Cerebral Parenchymal| Cerebral Brain Hemorrhages| Hemorrhage, Cerebral Brain| Intracerebral Hemorrhage| Hemorrhage, Cerebral Parenchymal| Hemorrhages, Cerebrum| Cerebral Hemorrhage| Hemorrhage, Intracerebral| Brain Hemorrhages, Cerebral| Hemorrhage, Cerebrum| Cerebrum Hemorrhages",C10.228.140.300.535.200,Central Nervous System Diseases
D002544,Cerebral Infarction,"Cerebral Infarction| Infarct, Cerebral| Cerebral Infarcts| Cerebral Infarct| Infarction, Cerebral| Infarcts, Cerebral| Cerebral Infarctions| Infarctions, Cerebral",C10.228.140.300.150.477.200| C10.228.140.300.775.200.200,Central Nervous System Diseases
D002545,Brain Ischemia,"Ischemic Encephalopathy| Encephalopathy, Ischemic| Ischemia, Brain| Brain Ischemia| Ischemic Encephalopathies| Brain Ischemias",C10.228.140.300.150,Central Nervous System Diseases
D002546,"Ischemic Attack, Transient","Transient Ischemic Attack| Transient Ischemic Attacks| TIA, Brain| Attacks, Transient Ischemic| TIAs (Transient Ischemic Attack)| Brain TIA| Ischemic Attacks, Transient| Attack, Transient Ischemic| TIA (Transient Ischemic Attack)| Ischemic Attack, Transient",C10.228.140.300.150.836,Central Nervous System Diseases
D002547,Cerebral Palsy,CP (Cerebral Palsy)| Cerebral Palsy,C10.228.140.140.254,Central Nervous System Diseases
D002549,Diffuse Cerebral Sclerosis of Schilder,"Sclerosis, Myelinoclastic Diffuse| Diffuse Cerebral Sclerosis| Diffuse Cerebral Sclerosis of Schilder| Encephalitis Periaxialis| Scleroses, Myelinoclastic Diffuse| Schilder's Disease| Poliodystrophia Cerebri| Diffuse Cerebral Scleroses| Diffuse Scleroses, Myelinoclastic| Schilders Disease| Diffuse Sclerosis, Myelinoclastic| Myelinoclastic Diffuse Scleroses| Disease, Schilder's| Myelinoclastic Diffuse Sclerosis| Cerebral Sclerosis, Diffuse| Encephalitis Periaxialis Concentrica| Sclerosis, Diffuse Cerebral| Schilder Disease| Encephalitis Periaxialis Diffusa| Sudanophilic Cerebral Sclerosis| Disease, Schilder",C10.228.140.400| C10.314.350.112| C10.228.140.695.562.112| C10.114.375.112,Central Nervous System Diseases
D002551,Cerebral Ventricle Neoplasms,"Cerebral Ventricle Tumors| Ventricular Neoplasm, Brain| Tumors, Brain Ventricular| Tumors, Cerebral Ventricle| Neoplasms, Cerebroventricular| Brain Ventricular Tumors| Tumor, Cerebral Ventricle| Neoplasms, Intraventricular| Neoplasms, Cerebral Ventricle| Intraventricular Neoplasm| Cerebroventricular Neoplasms| Ventricle Tumors, Cerebral| Ventricular Tumors, Brain| Brain Ventricular Neoplasm| Intraventricular Neoplasms| Neoplasm, Cerebroventricular| Cerebroventricular Neoplasm| Ventricular Neoplasms, Brain| Neoplasm, Intraventricular| Brain Ventricular Neoplasms| Ventricle Tumor, Cerebral| Cerebral Ventricle Tumor| Neoplasm, Cerebral Ventricle| Tumor, Brain Ventricular| Neoplasms, Ventricular, Brain| Cerebral Ventricle Neoplasm| Ventricular Tumor, Brain| Neoplasms, Brain Ventricular| Cerebral Ventricle Neoplasms| Brain Ventricular Tumor| Neoplasm, Brain Ventricular",C10.228.140.211.280| C10.551.240.250.200,Central Nervous System Diseases
D002558,Cerebrospinal Fluid Otorrhea,"Cerebrospinal Otorrhea| Otorrhea, Cerebrospinal| Cerebrospinal Fluid Otorrhea| Cerebrospinal Fluid Otorrheas| Otorrhea, Cerebrospinal Fluid",C10.597.114.500| C10.900.300.109.500,Neurologic Manifestations
D002559,Cerebrospinal Fluid Rhinorrhea,"Rhinorrheas, Cerebrospinal| CSF Rhinorrheas| Rhinorrhea, Cerebrospinal| CSF Rhinorrhea| Rhinorrhea, Cerebrospinal Fluid| Rhinorrheas, Cerebrospinal Fluid| Cerebrospinal Fluid Rhinorrheas| Cerebrospinal Rhinorrheas| Rhinorrhea, CSF| Cerebrospinal Fluid Rhinorrhea| Cerebrospinal Rhinorrhea| Rhinorrheas, CSF",C10.597.114.750| C10.900.300.109.750,Neurologic Manifestations
D002561,Cerebrovascular Disorders,"Intracranial Vascular Diseases| Cerebrovascular Disorders| Diseases, Cerebrovascular| Cerebrovascular Diseases| Disease, Cerebrovascular| Vascular Disorders, Brain| Vascular Disorders, Intracranial| Cerebrovascular Disease| Vascular Diseases, Intracranial| Intracranial Vascular Disorder| Intracranial Vascular Disease| Vascular Disorder, Intracranial| Vascular Disease, Intracranial| Intracranial Vascular Disorders| Brain Vascular Disorders| Cerebrovascular Disorder| Vascular Disorder, Brain| Brain Vascular Disorder",C10.228.140.300,Central Nervous System Diseases
D002573,Cervical Rib Syndrome,"Cervical Rib Syndrome| Cervical Rib Syndromes| Anomalous Cervical Rib Syndrome| Syndrome, Cervical Rib| Syndromes, Cervical Rib",C10.668.829.550.850.200,Neuromuscular Diseases
D002607,Charcot-Marie-Tooth Disease,"Charcot-Marie Disease| Charcot Marie Disease| Muscular Atrophy, Peroneal| Muscular Atrophies, Peroneal| Syndrome, Charcot-Marie-Tooth| Charcot Marie Tooth Disease| Peroneal Muscular Atrophy| Atrophy, Peroneal Muscular| Hereditary Neuropathy, Charcot-Marie-Tooth| Charcot-Marie-Tooth Hereditary Neuropathy| Atrophy, Muscular, Peroneal| Charcot Marie Tooth Syndrome| Charcot Marie Tooth Hereditary Neuropathy| Charcot-Marie-Tooth Disease| Atrophies, Peroneal Muscular| Charcot-Marie-Tooth Syndrome| Peroneal Muscular Atrophies",C10.668.829.800.300.200| C10.500.300.200| C10.574.500.495.200,Neuromuscular Diseases
D002819,Chorea,"Chorea Syndrome| Choreatic Syndrome| Syndrome, Chorea| Disorder, Chorea| Movement, Choreiform| Movements, Choreic| Choreic Movements| Choreatic Syndromes| Syndrome, Choreatic| Choreic Movement| Disorders, Choreatic| Syndromes, Chorea| Choreas| Choreiform Movement| Movements, Choreiform| Chorea| Choreiform Movements| Disorder, Choreatic| Disorders, Chorea| Chorea Syndromes| Movement, Choreic| Chorea Disorder| Chorea Disorders| Choreatic Disorders| Syndromes, Choreatic| Choreatic Disorder",C10.228.662.262.249| C10.597.350.250,Central Nervous System Diseases
D003027,Cluster Headache,"Cluster Headache Syndrome| Cluster Headache Syndromes| Syndrome, Horton's| Headache Syndrome, Cluster| Histamine Cephalgias| Chronic Cluster Headache| Headache, Chronic Cluster| Syndrome, Cluster Headache| Migraines, Neuralgic| Cephalgia, Histamine| Cluster Headaches| Neuralgic Migraines| Cluster Headache| Horton's Syndrome| Chronic Cluster Headaches| Hortons Syndrome| Neuralgias, Ciliary| Neuralgic Migraine| Syndrome, Horton| Ciliary Neuralgias| Ciliary Neuralgia| Cephalgias, Histamine| Headaches, Cluster| Neuralgia, Ciliary| Headache, Cluster| Histamine Cephalgia| Headache Syndromes, Cluster| Cluster Headaches, Chronic| Headaches, Chronic Cluster| Horton Syndrome| Cluster Headache, Chronic| Migraine, Neuralgic| Syndromes, Cluster Headache",C10.228.140.546.399.937.500,Central Nervous System Diseases
D003057,Cockayne Syndrome,"Progeria-Like Syndrome| Dwarfism-Retinal Atrophy-Deafness Syndrome| Progeroid Nanism| Progeria Like Syndrome| Progeria-Like Syndromes| Syndrome, Progeria-Like| Syndrome, Cockayne| Cockayne Syndrome",C10.574.500.362,Neurodegenerative Diseases
D003117,Color Vision Defects,"Color Vision Defects| Color Vision Deficiency| Deficiency, Color Vision| Vision Defect, Color| Color Vision Deficiencies| Color Vision Defect| Deficiencies, Color Vision| Vision Deficiencies, Color| Vision Deficiency, Color| Defects, Color Vision| Vision Defects, Color| Defect, Color Vision",C10.597.751.941.256,Neurologic Manifestations
D003128,Coma,Comas| Comatose| Coma,C10.597.606.358.800.200,Neurologic Manifestations
D003147,Communication Disorders,Communicative Disorder| Communicative Disorders| Communication Disorders| Communication Disorder,C10.597.606.150,Neurologic Manifestations
D003221,Confusion,"Confusional State| Confusional States| States, Confusional| Confusion| State, Confusional",C10.597.606.337,Neurologic Manifestations
D003244,Consciousness Disorders,Disorders of Consciousness| Disorder of Consciousness| Consciousness Disorder| Consciousness Disorders,C10.597.606.358,Neurologic Manifestations
D003294,"Seizures, Febrile","Febrile Convulsions| Seizure, Pyrexial| Fits, Febrile| Seizures, Pyrexial| Seizure, Fever| Fever Convulsions| Seizure, Febrile Convulsion| Convulsion, Pyrexial| Febrile Convulsion Seizures| Pyrexial Seizures| Febrile Convulsion| Convulsions, Fever| Fever Seizures| Convulsion, Fever| Fever Convulsion| Seizures, Febrile| Febrile Fit| Pyrexial Convulsion| Febrile Seizures| Convulsions, Pyrexial| Fever Seizure| Pyrexial Seizure| Seizure, Febrile| Seizures, Fever| Convulsion, Febrile| Seizures, Febrile Convulsion| Pyrexial Convulsions| Convulsions, Febrile| Fit, Febrile| Febrile Convulsion Seizure| Febrile Seizure| Febrile Fits",C10.597.742.571,Neurologic Manifestations
D003389,Cranial Nerve Diseases,"Cranial Nerve Disease| Cranial Nerve Disorder| Cranial Nerve Diseases| Cranial Neuropathy| Neuropathies, Cranial| Cranial Neuropathies| Nervus Cranialis Disorder| Nervus Cranialis Disorders| Neuropathy, Cranial| Cranial Nerve Disorders",C10.292,Cranial Nerve Diseases
D003390,Cranial Nerve Neoplasms,"Neoplasm, Cranial Nerve| Cranial Nerve Neoplasm| Cranial Nerve Neoplasms| Neoplasms, Cranial Nerve",C10.551.775.250| C10.292.225| C10.551.360,Nervous System Neoplasms
D003410,Cri-du-Chat Syndrome,"5p Minus Syndrome| Chromosome 5p- Syndrome| Syndrome, 5p-| Crying Cat Syndromes| Chromosome 5p Deletion Syndrome| Syndromes, Cri-du-Chat| Syndromes, Cat Cry| Cri du Chat Syndrome| Syndrome, Crying Cat| Deletion Syndrome, 5p| Syndromes, 5p Minus| Syndromes, 5p Deletion| Cat Cry Syndromes| 5p- Syndrome| Syndromes, Crying Cat| Syndrome, Cri-du-Chat| 5p- Syndrome, Chromosome| Cat Cry Syndrome| Minus Syndrome, 5p| Syndromes, Chromosome 5p-| 5p Deletion Syndromes| Syndrome, 5p Minus| Chromosome 5p- Syndromes| Deletion of Short Arm of Chromosome 5 Syndrome| Cri-du-Chat Syndromes| 5p Syndrome| Deletion Syndromes, 5p| Cri-du-Chat Syndrome| 5p Deletion Syndrome| 5p- Syndromes, Chromosome| Chromosome 5 Short Arm Deletion Syndrome| Minus Syndromes, 5p| Syndrome, Chromosome 5p-| Syndrome, 5p Deletion| Syndrome, Cat Cry| Crying Cat Syndrome| 5p Minus Syndromes| 5p- Syndromes",C10.597.606.360.180,Neurologic Manifestations
D003616,Dandy-Walker Syndrome,"Dandy-Walker Cyst| Dandy-Walker Syndrome| Luschka-Magendie Foramina Atresia| Malformation, Dandy-Walker| Dandy-Walker Complices| Dandy Walker Deformity| Dandy-Walker Deformities| Hydrocephalus, Noncommunicating, Dandy-Walker Type| Luschka Magendie Foramina Atresia| Dandy Walker Complex| Dandy Walker Malformation| Cysts, Dandy-Walker| Dandy-Walker Deformity| Dandy-Walker Malformation| Hydrocephalus, Internal, Dandy-Walker Type| Dandy Walker Syndrome| Cyst, Dandy-Walker| Dandy-Walker Complex| Dandy-Walker Cysts",C10.228.140.252.300| C10.500.205| C10.228.140.602.500,Central Nervous System Diseases
D003635,De Lange Syndrome,"Brachmann-De Lange Syndrome| Amstelodamensis, Typus Degenerativus| Syndrome, Brachmann-De Lange| De Lange's Syndrome| Typus Degenerativus Amstelodamensis| De Lange Syndrome| Brachmann De Lange Syndrome| Cornelia De Lange Syndrome",C10.597.606.360.210,Neurologic Manifestations
D003638,Deafness,Deafness,C10.597.751.418.341.186,Neurologic Manifestations
D003639,"Hearing Loss, Sudden","Sudden Hearing Loss| Hearing Loss, Sudden",C10.597.751.418.341.900,Neurologic Manifestations
D003655,Decerebrate State,"States, Decerebrate| State, Decerebrate| Decerebrate State| Rigidity, Decerebrate| Decerebrate Rigidity| Decerebrate States",C10.597.305,Neurologic Manifestations
D003693,Delirium,Delirium,C10.597.606.337.500,Neurologic Manifestations
D003704,Dementia,Amentias| Dementia| Amentia| Dementias,C10.228.140.380,Central Nervous System Diseases
D003711,Demyelinating Diseases,Demyelinating Diseases| Demyelinating Disorder| Demyelinating Disorders| Demyelinating Disease,C10.314,Demyelinating Diseases
D003882,Dermatomyositis,Dermatomyositis| Dermatopolymyositis| Polymyositis-Dermatomyositis| Polymyositis Dermatomyositis,C10.668.491.562.575.500,Neuromuscular Diseases
D003929,Diabetic Neuropathies,"Neuropathy, Diabetic| Neuropathies, Diabetic| Diabetic Neuropathies| Diabetic Neuropathy",C10.668.829.300,Neuromuscular Diseases
D004172,Diplopia,"Diplopias| Vision, Double| Diplopia| Double Vision",C10.597.751.941.339,Neurologic Manifestations
D004314,Down Syndrome,"Down's Syndrome| Syndrome, Down| 47,XY,+21| Downs Syndrome| Syndrome, Down's| Down Syndrome| Trisomy 21| Mongolism| Trisomy G| 47,XX,+21",C10.597.606.360.220,Neurologic Manifestations
D004393,"Dwarfism, Pituitary","Isolated Somatotropin Deficiency Disorder| Isolated Somatotropin Deficiency| Isolated GH Deficiency| Pituitary Dwarfism| Isolated HGH Deficiency| Nanism, Pituitary| Isolated Growth Hormone Deficiency| Hyposomatotrophic Dwarfism| Isolated Human Growth Hormone Deficiency| Dwarfism, Pituitary| Dwarfism, Growth Hormone Deficiency| Pituitary Nanism| Growth Hormone Deficiency Dwarfism",C10.228.140.617.738.300.300,Central Nervous System Diseases
D004401,Dysarthria,Dysarthria| Dysarthoses| Dysarthosis| Dysarthrias,C10.597.606.150.500.800.150.200,Neurologic Manifestations
D004402,"Dysautonomia, Familial","Hereditary Sensory Neuropathy Type 3| Hereditary Sensory and Autonomic Neuropathy 3| HSN-III| Neuropathy, Hereditary Sensory And Autonomic, Type III| Hereditary Sensory Neuropathy, Dominant, Type 3| HSAN3| Neuropathy, Hereditary and Autonomic, Type III| Dominant Hereditary Sensory Neuropathy, Type III| Hereditary Sensory Neuropathy, Dominant, Type III| Riley Day Syndrome| HSAN (Hereditary Sensory and Autonomic Neuropathy) Type III| Type III Hereditary Sensory Neuropathy, Dominant| Hereditary Sensory Neuropathy, Type 3, Dominant| Hereditary-Sensory and Autonomic Neuropathy Type III| HSAN 3| HSAN III| Riley-Day Syndrome| HSAN Type III| Dysautonomia, Familial| Familial Dysautonomia| Hereditary Sensory and Autonomic Neuropathy Type III| Type 3 Hereditary Sensory Neuropathy, Dominant",C10.177.575.300| C10.574.500.493.250| C10.500.250.309| C10.668.829.800.175.250,Autonomic Nervous System Diseases
D004408,Dysgeusia,"Taste, Distorted| Dysgeusias| Dysgeusia| Distorted Taste",C10.597.751.861.479,Neurologic Manifestations
D004409,"Dyskinesia, Drug-Induced","Drug-Induced Dyskinesia| Dyskinesia, Drug-Induced| Dyskinesia, Drug Induced| Dyskinesias, Drug-Induced| Drug-Induced Dyskinesias",C10.597.350.275| C10.720.312| C10.228.662.262.500,Neurologic Manifestations
D004410,Dyslexia,"Reading Disorder| Word Blindness| Dyslexia| Reading Disorders| Blindness, Word| Disorder, Reading| Dyslexias| Blindnesses, Word| Disorders, Reading| Word Blindnesses",C10.597.606.150.550.200| C10.597.606.150.500.300,Neurologic Manifestations
D004411,"Dyslexia, Acquired","Disabilities, Acquired Reading| Blindnesses, Acquired Word| Reading Disabilities, Acquired| Dyslexia, Acquired| Acquired Dyslexia| Acquired Word Blindness| Blindness, Acquired Word| Acquired Reading Disability| Word Blindnesses, Acquired| Reading Disability, Acquired| Word Blindness, Acquired| Disability, Acquired Reading| Acquired Word Blindnesses| Acquired Reading Disabilities",C10.597.606.150.500.300.200| C10.597.606.150.550.200.500,Neurologic Manifestations
D004421,Dystonia,"Dystonia| Dystonia, Muscle| Muscle Dystonia",C10.597.350.300,Neurologic Manifestations
D004422,Dystonia Musculorum Deformans,"Idiopathic Torsion Dystonias| Torsion Disease of Childhood| Idiopathic Torsion Dystonia| Progressive Torsion Spasm| Childhood Torsion Disease| Oppenheim-Ziehen Disease| Torsion Dystonia| Spasm, Progressive Torsion| Dystonia, Idiopathic Torsion| Dystonia Musculorum Deformans| Torsion Spasm, Progressive| Dystonia Deformans Progressiva| Oppenheim Ziehen Disease| Dystonia Deformans Musculorum| Torsion Dystonia, Idiopathic| Dystonias, Torsion| Dystonias, Idiopathic Torsion| Torsion Disease, Childhood",C10.574.500.393| C10.228.140.079.357| C10.228.662.300.200,Neurodegenerative Diseases
D004454,Echolalia,"Echolalia| Echo Reaction| Reactions, Echo| Speech, Echo| Echophrasia| Reaction, Echo| Echo Speech",C10.597.606.150.500.800.300,Neurologic Manifestations
D004652,Empty Sella Syndrome,"Empty Sella Turcica Syndrome| Empty Sella Turcicas| Sella Turcica, Empty| Sella Turcicas, Empty| Empty Sella Syndrome| Empty Sella Syndromes| Empty Sella Turcica",C10.228.140.617.738.200,Central Nervous System Diseases
D004660,Encephalitis,"Inflammation, Brain| Encephalitis| Brain Inflammations| Brain Inflammation",C10.228.140.430,Central Nervous System Diseases
D004670,"Encephalitis, California","Viral Encephalitis, California| California Encephalitis| Encephalitis, California Viral| Encephalitis, California| California Encephalitis Virus Infection| Encephalitis, California, Viral| California Viral Encephalitis",C10.228.228.399.750.300.200| C10.228.140.430.520.750.300.200| C10.228.228.245.340.300.200,Central Nervous System Diseases
D004671,"Encephalitis, Arbovirus","Encephalitis, Arthropod-Borne Viral| Encephalitides, Arboviral| Encephalitides, Arthropod-Borne Viral| Viral Encephalitis, Arthropod-Borne| Encephalitis, Arthropod-Borne| Encephalitis, Arthropod Borne| Arthropod-Borne Viral Encephalitis| Encephalitis, Arboviral| Encephalitides, Arbovirus| Epidemic Encephalitides| Arthropod-Borne Encephalitis| Arbovirus Encephalitides| Arthropod Borne Viral Encephalitis| Encephalitides, Epidemic| Viral Encephalitis, Arthropod Borne| Encephalitis, Arbovirus| Encephalitides, Arthropod-Borne| Arbovirus Encephalitis| Viral Encephalitides, Arthropod-Borne| Arboviral Encephalitis| Epidemic Encephalitis| Encephalitis, Epidemic| Arboviral Encephalitides| Arthropod Borne Encephalitis| Arthropod-Borne Encephalitides| Arthropod-Borne Viral Encephalitides",C10.228.228.399.750.300| C10.228.140.430.520.750.300| C10.228.228.245.340.300,Central Nervous System Diseases
